Access to Exercise Opportunities-Percent; NaturalBreaks,,,,,
Data downloaded on 13-May-2023,,,,,
Year,County_FIPS,County,State,Newly Diagnosed Diabetes Rate per 1000,Access to Exercise Opportunities
2018,28105,Oktibbeha County,Mississippi,9.4,63.086572549
2018,29157,Perry County,Missouri,9.4,44.083074166
2018,31013,Box Butte County,Nebraska,9.4,60.346657234
2018,31151,Saline County,Nebraska,9.4,55.788732394
2018,34005,Burlington County,New Jersey,9.4,80.862827421
2018,41021,Gilliam County,Oregon,9.4,76.429716729
2018,42085,Mercer County,Pennsylvania,9.4,74.582040158
2018,45017,Calhoun County,South Carolina,9.4,4.8039538715
2018,45047,Greenwood County,South Carolina,9.4,60.889163233
2018,45051,Horry County,South Carolina,9.4,80.859739093
2018,45063,Lexington County,South Carolina,9.4,62.583320312
2018,45073,Oconee County,South Carolina,9.4,54.286214371
2018,47033,Crockett County,Tennessee,9.4,1.3711778418
2018,47159,Smith County,Tennessee,9.4,31.47239904
2018,48147,Fannin County,Texas,9.4,27.607253428
2018,53045,Mason County,Washington,9.4,50.480238554
2018,53051,Pend Oreille County,Washington,9.4,57.803245904
2018,4021,Pinal County,Arizona,9.5,59.444340953
2018,6101,Sutter County,California,9.5,78.167980831
2018,12007,Bradford County,Florida,9.5,52.843618513
2018,12033,Escambia County,Florida,9.5,72.239003558
2018,13119,Franklin County,Georgia,9.5,27.431624706
2018,13281,Towns County,Georgia,9.5,99.856747207
2018,16075,Payette County,Idaho,9.5,47.960040667
2018,21083,Graves County,Kentucky,9.5,42.453058915
2018,21093,Hardin County,Kentucky,9.5,59.601299944
2018,21111,Jefferson County,Kentucky,9.5,86.761769056
2018,21143,Lyon County,Kentucky,9.5,54.13759923
2018,21169,Metcalfe County,Kentucky,9.5,51.430834736
2018,22103,St. Tammany Parish,Louisiana,9.5,82.193890648
2018,22125,West Feliciana Parish,Louisiana,9.5,22.4384
2018,26145,Saginaw County,Michigan,9.5,55.441651804
2018,28071,Lafayette County,Mississippi,9.5,76.226478849
2018,29063,Dekalb County,Missouri,9.5,54.5221843
2018,31131,Otoe County,Nebraska,9.5,64.904701398
2018,36089,St. Lawrence County,New York,9.5,41.973665404
2018,37097,Iredell County,North Carolina,9.5,65.664180836
2018,39019,Carroll County,Ohio,9.5,17.114024136
2018,39083,Knox County,Ohio,9.5,56.258104759
2018,40085,Love County,Oklahoma,9.5,24.068767908
2018,42039,Crawford County,Pennsylvania,9.5,67.906269363
2018,42109,Snyder County,Pennsylvania,9.5,63.155508539
2018,46087,Mccook County,South Dakota,9.5,0.6051975792
2018,47047,Fayette County,Tennessee,9.5,42.126363471
2018,48081,Coke County,Texas,9.5,33.313253012
2018,48111,Dallam County,Texas,9.5,79.50171565
2018,48463,Uvalde County,Texas,9.5,72.016663511
2018,48465,Val Verde County,Texas,9.5,76.638229096
2018,51041,Chesterfield County,Virginia,9.5,69.293186102
2018,51187,Warren County,Virginia,9.5,68.002661344
2018,54007,Braxton County,West Virginia,9.5,No Data
2018,2158,Kusilvak Census Area,Alaska,9.6,100
2018,12123,Taylor County,Florida,9.6,62.326096588
2018,13015,Bartow County,Georgia,9.6,51.748754456
2018,13051,Chatham County,Georgia,9.6,86.868606862
2018,13081,Crisp County,Georgia,9.6,31.033747174
2018,13103,Effingham County,Georgia,9.6,42.516746411
2018,13135,Gwinnett County,Georgia,9.6,80.200069289
2018,16067,Minidoka County,Idaho,9.6,50.640290996
2018,16069,Nez Perce County,Idaho,9.6,59.651088756
2018,18059,Hancock County,Indiana,9.6,44.57444073
2018,18093,Lawrence County,Indiana,9.6,70.934668574
2018,19023,Butler County,Iowa,9.6,51.927086837
2018,19107,Keokuk County,Iowa,9.6,34.582818
2018,19111,Lee County,Iowa,9.6,69.307344822
2018,20177,Shawnee County,Kansas,9.6,84.852248587
2018,21059,Daviess County,Kentucky,9.6,76.138056613
2018,23029,Washington County,Maine,9.6,32.401996591
2018,26109,Menominee County,Michigan,9.6,56.66486329
2018,26117,Montcalm County,Michigan,9.6,48.397587699
2018,28003,Alcorn County,Mississippi,9.6,26.53749629
2018,28035,Forrest County,Mississippi,9.6,79.199028478
2018,29007,Audrain County,Missouri,9.6,52.559833914
2018,29133,Mississippi County,Missouri,9.6,31.10461067
2018,35021,Harding County,New Mexico,9.6,0.7194244604
2018,37033,Caswell County,North Carolina,9.6,27.35781441
2018,39025,Clermont County,Ohio,9.6,66.551987961
2018,39043,Erie County,Ohio,9.6,81.917253727
2018,39047,Fayette County,Ohio,9.6,50.323802962
2018,40041,Delaware County,Oklahoma,9.6,41.569648324
2018,40109,Oklahoma County,Oklahoma,9.6,90.874897201
2018,41069,Wheeler County,Oregon,9.6,12.491325468
2018,46023,Charles Mix County,South Dakota,9.6,25.873589659
2018,46035,Davison County,South Dakota,9.6,78.230106645
2018,48271,Kinney County,Texas,9.6,39.494163424
2018,48359,Oldham County,Texas,9.6,0.0487329435
2018,48479,Webb County,Texas,9.6,92.30375863
2018,51149,Prince George County,Virginia,9.6,31.66969909
2018,51775,Salem City,Virginia,9.6,72.300620918
2018,55037,Florence County,Wisconsin,9.6,60.818449017
2018,5045,Faulkner County,Arkansas,9.7,44.092478607
2018,12083,Marion County,Florida,9.7,67.911668649
2018,12097,Osceola County,Florida,9.7,78.98989523
2018,13297,Walton County,Georgia,9.7,53.947808232
2018,16047,Gooding County,Idaho,9.7,61.051474392
2018,17027,Clinton County,Illinois,9.7,60.293416662
2018,18165,Vermillion County,Indiana,9.7,44.849494202
2018,19183,Washington County,Iowa,9.7,65.462587541
2018,20011,Bourbon County,Kansas,9.7,42.470177289
2018,20117,Marshall County,Kansas,9.7,7.3045369181
2018,21225,Union County,Kentucky,9.7,52.748717265
2018,22053,Jefferson Davis Parish,Louisiana,9.7,40.39058049
2018,22085,Sabine Parish,Louisiana,9.7,28.098048116
2018,28081,Lee County,Mississippi,9.7,55.167048607
2018,34011,Cumberland County,New Jersey,9.7,69.249448686
2018,37013,Beaufort County,North Carolina,9.7,45.114009925
2018,40099,Murray County,Oklahoma,9.7,72.716488731
2018,41047,Marion County,Oregon,9.7,81.460351689
2018,45027,Clarendon County,South Carolina,9.7,38.243115724
2018,46009,Bon Homme County,South Dakota,9.7,22.673267327
2018,46057,Hamlin County,South Dakota,9.7,5.1329832289
2018,47065,Hamilton County,Tennessee,9.7,78.648766729
2018,48089,Colorado County,Texas,9.7,58.637539523
2018,48287,Lee County,Texas,9.7,44.100650132
2018,48395,Robertson County,Texas,9.7,38.274575863
2018,48483,Wheeler County,Texas,9.7,40.092421442
2018,51047,Culpeper County,Virginia,9.7,62.269485318
2018,51147,Prince Edward County,Virginia,9.7,78.534748374
2018,53053,Pierce County,Washington,9.7,75.118614229
2018,54085,Ritchie County,West Virginia,9.7,29.151114939
2018,4009,Graham County,Arizona,9.8,45.478237507
2018,12079,Madison County,Florida,9.8,46.259883479
2018,13001,Appling County,Georgia,9.8,26.508006142
2018,13157,Jackson County,Georgia,9.8,39.510622468
2018,13181,Lincoln County,Georgia,9.8,66.633316658
2018,15003,Honolulu County,Hawaii,9.8,95.054694311
2018,16027,Canyon County,Idaho,9.8,71.007765068
2018,18005,Bartholomew County,Indiana,9.8,59.632262937
2018,18167,Vigo County,Indiana,9.8,74.208144796
2018,20065,Graham County,Kansas,9.8,62.803234501
2018,20137,Norton County,Kansas,9.8,62.264150943
2018,21073,Franklin County,Kentucky,9.8,80.383483819
2018,26037,Clinton County,Michigan,9.8,61.045077074
2018,27105,Nobles County,Minnesota,9.8,57.685471045
2018,29015,Benton County,Missouri,9.8,21.730688497
2018,29057,Dade County,Missouri,9.8,0.6977039198
2018,30095,Stillwater County,Montana,9.8,31.611275639
2018,31145,Red Willow County,Nebraska,9.8,72.139303483
2018,36005,Bronx County,New York,9.8,99.714607092
2018,36041,Hamilton County,New York,9.8,100
2018,37001,Alamance County,North Carolina,9.8,73.096188075
2018,37067,Forsyth County,North Carolina,9.8,75.857073602
2018,37151,Randolph County,North Carolina,9.8,50.181302557
2018,38051,Mcintosh County,North Dakota,9.8,33.784264863
2018,39101,Marion County,Ohio,9.8,67.368911746
2018,40017,Canadian County,Oklahoma,9.8,82.174293108
2018,40143,Tulsa County,Oklahoma,9.8,90.809293292
2018,46123,Tripp County,South Dakota,9.8,45.216158753
2018,47155,Sevier County,Tennessee,9.8,54.042207612
2018,48201,Harris County,Texas,9.8,90.157262419
2018,48407,San Jacinto County,Texas,9.8,68.261067314
2018,50009,Essex County,Vermont,9.8,24.294322867
2018,51770,Roanoke City,Virginia,9.8,91.152403331
2018,53019,Ferry County,Washington,9.8,60.190703218
2018,53077,Yakima County,Washington,9.8,62.526980525
2018,1089,Madison County,Alabama,9.9,68.144415805
2018,2180,Nome Census Area,Alaska,9.9,45.638432364
2018,5001,Arkansas County,Arkansas,9.9,54.598033545
2018,5139,Union County,Arkansas,9.9,47.042436178
2018,8061,Kiowa County,Colorado,9.9,54.864091559
2018,8113,San Miguel County,Colorado,9.9,79.453730126
2018,13073,Columbia County,Georgia,9.9,80.383384521
2018,13307,Webster County,Georgia,9.9,No Data
2018,17095,Knox County,Illinois,9.9,68.483909371
2018,17163,St. Clair County,Illinois,9.9,76.112732174
2018,18081,Johnson County,Indiana,9.9,79.23940596
2018,18137,Ripley County,Indiana,9.9,34.76299535
2018,19131,Mitchell County,Iowa,9.9,64.105419451
2018,20127,Morris County,Kansas,9.9,58.686476448
2018,21099,Hart County,Kentucky,9.9,20.292323754
2018,21219,Todd County,Kentucky,9.9,1.3563402889
2018,22061,Lincoln Parish,Louisiana,9.9,44.874291216
2018,22113,Vermilion Parish,Louisiana,9.9,58.504456973
2018,26105,Mason County,Michigan,9.9,74.98345236
2018,29175,Randolph County,Missouri,9.9,46.356339026
2018,35029,Luna County,New Mexico,9.9,64.379358438
2018,39067,Harrison County,Ohio,9.9,15.872415532
2018,40091,Mcintosh County,Oklahoma,9.9,29.335374284
2018,40115,Ottawa County,Oklahoma,9.9,28.86837478
2018,46053,Gregory County,South Dakota,9.9,34.55865137
2018,47103,Lincoln County,Tennessee,9.9,31.473876682
2018,48289,Leon County,Texas,9.9,18.510802928
2018,48401,Rusk County,Texas,9.9,41.400712545
2018,51061,Fauquier County,Virginia,9.9,59.45738693
2018,53013,Columbia County,Washington,9.9,5.2721922511
2018,53041,Lewis County,Washington,9.9,48.028626334
2018,5033,Crawford County,Arkansas,10,55.067153096
2018,12121,Suwannee County,Florida,10,46.918245048
2018,13109,Evans County,Georgia,10,64.736363636
2018,13275,Thomas County,Georgia,10,40.547853309
2018,17161,Rock Island County,Illinois,10,74.846488553
2018,18067,Howard County,Indiana,10,64.620794664
2018,19195,Worth County,Iowa,10,30.468544354
2018,20095,Kingman County,Kansas,10,38.343089845
2018,21001,Adair County,Kentucky,10,45.52422813
2018,21013,Bell County,Kentucky,10,85.159109128
2018,22067,Morehouse Parish,Louisiana,10,70.610100432
2018,24045,Wicomico County,Maryland,10,62.608246483
2018,26013,Baraga County,Michigan,10,17.505643341
2018,26015,Barry County,Michigan,10,49.02066821
2018,27033,Cottonwood County,Minnesota,10,63.112860443
2018,27155,Traverse County,Minnesota,10,45.840359753
2018,29177,Ray County,Missouri,10,37.928832894
2018,29185,St. Clair County,Missouri,10,28.618052014
2018,31001,Adams County,Nebraska,10,75.318836883
2018,32023,Nye County,Nevada,10,16.217630729
2018,34001,Atlantic County,New Jersey,10,86.288422103
2018,35047,San Miguel County,New Mexico,10,55.217228592
2018,36063,Niagara County,New York,10,82.79568899
2018,38091,Steele County,North Dakota,10,33.215189873
2018,39085,Lake County,Ohio,10,85.792532635
2018,39113,Montgomery County,Ohio,10,90.51448838
2018,40129,Roger Mills County,Oklahoma,10,No Data
2018,45083,Spartanburg County,South Carolina,10,72.787866637
2018,47045,Dyer County,Tennessee,10,54.584583279
2018,47119,Maury County,Tennessee,10,49.899945649
2018,47157,Shelby County,Tennessee,10,82.934401559
2018,48233,Hutchinson County,Texas,10,59.241534989
2018,51169,Scott County,Virginia,10,41.804375027
2018,54025,Greenbrier County,West Virginia,10,46.386696731
2018,56009,Converse County,Wyoming,10,68.929371792
2018,4017,Navajo County,Arizona,10.1,54.658489144
2018,5147,Woodruff County,Arkansas,10.1,45.110192837
2018,6069,San Benito County,California,10.1,81.836110659
2018,13057,Cherokee County,Georgia,10.1,84.382726993
2018,13147,Hart County,Georgia,10.1,48.85178281
2018,13277,Tift County,Georgia,10.1,73.276334812
2018,16083,Twin Falls County,Idaho,10.1,63.347144892
2018,16087,Washington County,Idaho,10.1,65.503039812
2018,17071,Henderson County,Illinois,10.1,30.937116355
2018,17143,Peoria County,Illinois,10.1,74.794899568
2018,17179,Tazewell County,Illinois,10.1,80.23250661
2018,17191,Wayne County,Illinois,10.1,29.856801909
2018,18035,Delaware County,Indiana,10.1,75.190998632
2018,18063,Hendricks County,Indiana,10.1,67.822864529
2018,18087,Lagrange County,Indiana,10.1,10.576923077
2018,18103,Miami County,Indiana,10.1,49.055632333
2018,18169,Wabash County,Indiana,10.1,57.209316468
2018,19057,Des Moines County,Iowa,10.1,67.513949163
2018,20003,Anderson County,Kansas,10.1,48.580597383
2018,20037,Crawford County,Kansas,10.1,72.425512342
2018,20085,Jackson County,Kansas,10.1,37.876987075
2018,20173,Sedgwick County,Kansas,10.1,83.669800247
2018,21117,Kenton County,Kentucky,10.1,85.491485099
2018,26033,Chippewa County,Michigan,10.1,59.875389408
2018,26095,Luce County,Michigan,10.1,32.453626904
2018,30059,Meagher County,Montana,10.1,13.432046536
2018,31067,Gage County,Nebraska,10.1,50.974855452
2018,35045,San Juan County,New Mexico,10.1,40.916920427
2018,36057,Montgomery County,New York,10.1,52.12568948
2018,36065,Oneida County,New York,10.1,76.460545475
2018,37035,Catawba County,North Carolina,10.1,59.280374195
2018,40031,Comanche County,Oklahoma,10.1,50.852552015
2018,47109,Mcnairy County,Tennessee,10.1,23.535953979
2018,47123,Monroe County,Tennessee,10.1,70.154316135
2018,47127,Moore County,Tennessee,10.1,6.1458660798
2018,48165,Gaines County,Texas,10.1,44.899007189
2018,48285,Lavaca County,Texas,10.1,49.49903961
2018,48333,Mills County,Texas,10.1,3.2820097245
2018,48339,Montgomery County,Texas,10.1,83.331285409
2018,48451,Tom Green County,Texas,10.1,70.553599942
2018,51103,Lancaster County,Virginia,10.1,50.320428408
2018,51137,Orange County,Virginia,10.1,58.454048565
2018,51183,Sussex County,Virginia,10.1,25.531562836
2018,6039,Madera County,California,10.2,71.218639181
2018,13085,Dawson County,Georgia,10.2,82.857142857
2018,13123,Gilmer County,Georgia,10.2,82.245864555
2018,16021,Boundary County,Idaho,10.2,36.246810062
2018,18017,Cass County,Indiana,10.2,65.516090951
2018,18019,Clark County,Indiana,10.2,82.32999492
2018,18161,Union County,Indiana,10.2,52.940393827
2018,19173,Taylor County,Iowa,10.2,56.894095298
2018,20135,Ness County,Kansas,10.2,No Data
2018,20155,Reno County,Kansas,10.2,41.014710669
2018,20163,Rooks County,Kansas,10.2,41.787299749
2018,26121,Muskegon County,Michigan,10.2,67.505865682
2018,26163,Wayne County,Michigan,10.2,91.422587477
2018,27151,Swift County,Minnesota,10.2,34.815496269
2018,28031,Covington County,Mississippi,10.2,25.526369583
2018,31157,Scotts Bluff County,Nebraska,10.2,68.39870165
2018,34007,Camden County,New Jersey,10.2,83.985227496
2018,34013,Essex County,New Jersey,10.2,99.361326787
2018,37009,Ashe County,North Carolina,10.2,49.118434075
2018,37123,Montgomery County,North Carolina,10.2,70.048204907
2018,38005,Benson County,North Dakota,10.2,48.678678679
2018,39095,Lucas County,Ohio,10.2,91.923995337
2018,41015,Curry County,Oregon,10.2,89.653013772
2018,42047,Elk County,Pennsylvania,10.2,72.419082201
2018,47179,Washington County,Tennessee,10.2,64.385789444
2018,48313,Madison County,Texas,10.2,No Data
2018,51011,Appomattox County,Virginia,10.2,50.130234422
2018,51197,Wythe County,Virginia,10.2,72.587651787
2018,55005,Barron County,Wisconsin,10.2,59.208633094
2018,55065,Lafayette County,Wisconsin,10.2,32.103825137
2018,1107,Pickens County,Alabama,10.3,4.2438974982
2018,1133,Winston County,Alabama,10.3,75.80460709
2018,12047,Hamilton County,Florida,10.3,40.428407325
2018,13009,Baldwin County,Georgia,10.3,49.877515311
2018,16079,Shoshone County,Idaho,10.3,89.847238543
2018,18153,Sullivan County,Indiana,10.3,19.576251455
2018,18173,Warrick County,Indiana,10.3,73.785789676
2018,21005,Anderson County,Kentucky,10.3,65.431118995
2018,21161,Mason County,Kentucky,10.3,58.67352773
2018,28065,Jefferson Davis County,Mississippi,10.3,26.33138464
2018,28131,Stone County,Mississippi,10.3,62.847183178
2018,35006,Cibola County,New Mexico,10.3,57.465182082
2018,38063,Nelson County,North Dakota,10.3,32.853486884
2018,42037,Columbia County,Pennsylvania,10.3,70.456943309
2018,42055,Franklin County,Pennsylvania,10.3,58.743600369
2018,45037,Edgefield County,South Carolina,10.3,50.309431165
2018,47051,Franklin County,Tennessee,10.3,31.513689954
2018,48249,Jim Wells County,Texas,10.3,55.654047701
2018,51019,Bedford County,Virginia,10.3,44.213463644
2018,54003,Berkeley County,West Virginia,10.3,37.538999126
2018,54073,Pleasants County,West Virginia,10.3,62.419460881
2018,8111,San Juan County,Colorado,10.4,99.713876967
2018,12105,Polk County,Florida,10.4,74.179822121
2018,13171,Lamar County,Georgia,10.4,43.063820495
2018,17177,Stephenson County,Illinois,10.4,52.826392237
2018,20103,Leavenworth County,Kansas,10.4,79.702730004
2018,21029,Bullitt County,Kentucky,10.4,65.143503007
2018,24033,Prince George&#39;s County,Maryland,10.4,96.804452063
2018,26159,Van Buren County,Michigan,10.4,51.732277269
2018,29049,Clinton County,Missouri,10.4,42.274502242
2018,36117,Wayne County,New York,10.4,54.262466408
2018,37133,Onslow County,North Carolina,10.4,45.605607182
2018,39003,Allen County,Ohio,10.4,73.511017483
2018,39023,Clark County,Ohio,10.4,80.204289649
2018,39073,Hocking County,Ohio,10.4,74.149081007
2018,39147,Seneca County,Ohio,10.4,68.504714072
2018,42035,Clinton County,Pennsylvania,10.4,49.762984862
2018,45025,Chesterfield County,South Carolina,10.4,53.361578294
2018,47007,Bledsoe County,Tennessee,10.4,20.394532463
2018,47013,Campbell County,Tennessee,10.4,48.49936143
2018,47107,Mcminn County,Tennessee,10.4,42.446332224
2018,48171,Gillespie County,Texas,10.4,65.796996417
2018,48259,Kendall County,Texas,10.4,78.775815624
2018,48439,Tarrant County,Texas,10.4,94.416633408
2018,48473,Waller County,Texas,10.4,21.354009953
2018,51143,Pittsylvania County,Virginia,10.4,20.221711334
2018,51173,Smyth County,Virginia,10.4,88.304148038
2018,54029,Hancock County,West Virginia,10.4,76.916807928
2018,1073,Jefferson County,Alabama,10.5,72.940440357
2018,1081,Lee County,Alabama,10.5,63.661254786
2018,4011,Greenlee County,Arizona,10.5,45.383430129
2018,5029,Conway County,Arkansas,10.5,28.265876933
2018,5103,Ouachita County,Arkansas,10.5,47.856049005
2018,8009,Baca County,Colorado,10.5,53.141499472
2018,10001,Kent County,Delaware,10.5,51.39178116
2018,12125,Union County,Florida,10.5,6.5722561957
2018,13089,Dekalb County,Georgia,10.5,89.333610833
2018,17057,Fulton County,Illinois,10.5,55.982087459
2018,18097,Marion County,Indiana,10.5,81.79729088
2018,19011,Benton County,Iowa,10.5,40.086669735
2018,19099,Jasper County,Iowa,10.5,64.961185603
2018,21221,Trigg County,Kentucky,10.5,52.472278402
2018,22001,Acadia Parish,Louisiana,10.5,46.667637965
2018,26007,Alpena County,Michigan,10.5,56.888978985
2018,29041,Chariton County,Missouri,10.5,31.911633252
2018,30021,Dawson County,Montana,10.5,62.547401294
2018,31105,Kimball County,Nebraska,10.5,74.038209893
2018,36049,Lewis County,New York,10.5,38.66430391
2018,40121,Pittsburg County,Oklahoma,10.5,50.337063944
2018,40147,Washington County,Oklahoma,10.5,45.507689893
2018,41061,Union County,Oregon,10.5,84.091968308
2018,45033,Dillon County,South Carolina,10.5,24.904871811
2018,45057,Lancaster County,South Carolina,10.5,53.082763659
2018,47079,Henry County,Tennessee,10.5,50.677389422
2018,48281,Lampasas County,Texas,10.5,69.360166692
2018,48341,Moore County,Texas,10.5,64.531592403
2018,48477,Washington County,Texas,10.5,59.792988908
2018,54093,Tucker County,West Virginia,10.5,98.543621342
2018,1125,Tuscaloosa County,Alabama,10.6,74.177009699
2018,5059,Hot Spring County,Arkansas,10.6,17.917565228
2018,5123,St. Francis County,Arkansas,10.6,58.086205676
2018,12031,Duval County,Florida,10.6,89.680108948
2018,13037,Calhoun County,Georgia,10.6,No Data
2018,13125,Glascock County,Georgia,10.6,No Data
2018,13283,Treutlen County,Georgia,10.6,44.909222948
2018,13311,White County,Georgia,10.6,69.168140289
2018,19051,Davis County,Iowa,10.6,41.265851708
2018,20057,Ford County,Kansas,10.6,67.043843063
2018,21089,Greenup County,Kentucky,10.6,68.439447304
2018,24043,Washington County,Maryland,10.6,64.110425287
2018,26001,Alcona County,Michigan,10.6,66.898190459
2018,28073,Lamar County,Mississippi,10.6,44.998023644
2018,28121,Rankin County,Mississippi,10.6,75.014299131
2018,29207,Stoddard County,Missouri,10.6,52.55939669
2018,30093,Silver Bow County,Montana,10.6,76.254385965
2018,36015,Chemung County,New York,10.6,73.015873016
2018,36115,Washington County,New York,10.6,57.895153126
2018,37031,Carteret County,North Carolina,10.6,83.225262905
2018,38037,Grant County,North Dakota,10.6,30.07518797
2018,39071,Highland County,Ohio,10.6,26.043267797
2018,39129,Pickaway County,Ohio,10.6,76.196631836
2018,39167,Washington County,Ohio,10.6,55.022823659
2018,40081,Lincoln County,Oklahoma,10.6,40.238671841
2018,45007,Anderson County,South Carolina,10.6,52.196381048
2018,48029,Bexar County,Texas,10.6,86.81994643
2018,48153,Floyd County,Texas,10.6,74.868135278
2018,48157,Fort Bend County,Texas,10.6,89.748964339
2018,48297,Live Oak County,Texas,10.6,22.409157922
2018,53015,Cowlitz County,Washington,10.6,62.817107704
2018,1097,Mobile County,Alabama,10.7,61.879891136
2018,12027,Desoto County,Florida,10.7,50.438873272
2018,13183,Long County,Georgia,10.7,27.399059735
2018,13269,Taylor County,Georgia,10.7,19.470020211
2018,18089,Lake County,Indiana,10.7,90.399693551
2018,19069,Franklin County,Iowa,10.7,66.956928839
2018,20107,Linn County,Kansas,10.7,40.917564209
2018,21199,Pulaski County,Kentucky,10.7,56.76387105
2018,23019,Penobscot County,Maine,10.7,53.492980256
2018,24011,Caroline County,Maryland,10.7,25.942055283
2018,26123,Newaygo County,Michigan,10.7,74.44696657
2018,28077,Lawrence County,Mississippi,10.7,No Data
2018,29023,Butler County,Missouri,10.7,65.315231107
2018,30051,Liberty County,Montana,10.7,37.024369389
2018,31043,Dakota County,Nebraska,10.7,85.047129392
2018,31181,Webster County,Nebraska,10.7,39.270724029
2018,37179,Union County,North Carolina,10.7,62.255330565
2018,38061,Mountrail County,North Dakota,10.7,70.572136062
2018,39013,Belmont County,Ohio,10.7,39.421875
2018,42023,Cameron County,Pennsylvania,10.7,72.448377581
2018,46043,Douglas County,South Dakota,10.7,No Data
2018,46085,Lyman County,South Dakota,10.7,8.2556591212
2018,46129,Walworth County,South Dakota,10.7,1.4527399779
2018,47163,Sullivan County,Tennessee,10.7,67.767483086
2018,48041,Brazos County,Texas,10.7,88.700083654
2018,51029,Buckingham County,Virginia,10.7,4.9515922081
2018,51620,Franklin City,Virginia,10.7,73.491027732
2018,53027,Grays Harbor County,Washington,10.7,66.703298213
2018,54049,Marion County,West Virginia,10.7,55.72157822
2018,54069,Ohio County,West Virginia,10.7,81.414395968
2018,54075,Pocahontas County,West Virginia,10.7,92.900561991
2018,54083,Randolph County,West Virginia,10.7,76.660431899
2018,2290,Yukon-Koyukuk Census Area,Alaska,10.8,23.94416607
2018,8081,Moffat County,Colorado,10.8,59.804276912
2018,12013,Calhoun County,Florida,10.8,15.487179487
2018,13025,Brantley County,Georgia,10.8,19.243930259
2018,13061,Clay County,Georgia,10.8,25.604775369
2018,13223,Paulding County,Georgia,10.8,68.178241196
2018,19147,Palo Alto County,Iowa,10.8,53.794713937
2018,20025,Clark County,Kansas,10.8,41.128668172
2018,20119,Meade County,Kansas,10.8,26.426229508
2018,21061,Edmonson County,Kentucky,10.8,41.707096456
2018,21171,Monroe County,Kentucky,10.8,40.125877953
2018,22099,St. Martin Parish,Louisiana,10.8,61.547162577
2018,24510,Baltimore City,Maryland,10.8,98.169933377
2018,26049,Genesee County,Michigan,10.8,77.682660466
2018,26131,Ontonagon County,Michigan,10.8,57.802359882
2018,36073,Orleans County,New York,10.8,57.547279808
2018,37049,Craven County,North Carolina,10.8,72.731752089
2018,39059,Guernsey County,Ohio,10.8,42.332925886
2018,40013,Bryan County,Oklahoma,10.8,40.942097322
2018,42075,Lebanon County,Pennsylvania,10.8,80.020663632
2018,48123,Dewitt County,Texas,10.8,72.040603075
2018,48193,Hamilton County,Texas,10.8,26.030292356
2018,48307,Mcculloch County,Texas,10.8,54.690329591
2018,48323,Maverick County,Texas,10.8,67.145858675
2018,48367,Parker County,Texas,10.8,55.730498516
2018,51001,Accomack County,Virginia,10.8,32.079966228
2018,51031,Campbell County,Virginia,10.8,43.344516976
2018,51175,Southampton County,Virginia,10.8,17.350565428
2018,51710,Norfolk City,Virginia,10.8,88.010032825
2018,12063,Jackson County,Florida,10.9,29.369195513
2018,12133,Washington County,Florida,10.9,50.859575835
2018,17119,Madison County,Illinois,10.9,73.348385707
2018,17123,Marshall County,Illinois,10.9,41.566455696
2018,18015,Carroll County,Indiana,10.9,34.973951873
2018,20159,Rice County,Kansas,10.9,55.390260835
2018,22019,Calcasieu Parish,Louisiana,10.9,67.951112218
2018,31047,Dawson County,Nebraska,10.9,73.065855463
2018,39139,Richland County,Ohio,10.9,65.029122314
2018,40075,Kiowa County,Oklahoma,10.9,21.056531865
2018,40135,Sequoyah County,Oklahoma,10.9,34.198296808
2018,46107,Potter County,South Dakota,10.9,34.864748819
2018,47149,Rutherford County,Tennessee,10.9,62.554645017
2018,48055,Caldwell County,Texas,10.9,45.100614722
2018,48057,Calhoun County,Texas,10.9,53.856227492
2018,48169,Garza County,Texas,10.9,No Data
2018,48321,Matagorda County,Texas,10.9,68.816413274
2018,49047,Uintah County,Utah,10.9,55.185958021
2018,51009,Amherst County,Virginia,10.9,57.231168671
2018,51065,Fluvanna County,Virginia,10.9,40.041259585
2018,51760,Richmond City,Virginia,10.9,87.552763278
2018,1043,Cullman County,Alabama,11,44.8312315
2018,1061,Geneva County,Alabama,11,23.187756626
2018,5131,Sebastian County,Arkansas,11,63.921936633
2018,13013,Barrow County,Georgia,11,58.644600458
2018,18025,Crawford County,Indiana,11,75.273032764
2018,18117,Orange County,Indiana,11,62.424395161
2018,21231,Wayne County,Kentucky,11,30.466535338
2018,22071,Orleans Parish,Louisiana,11,92.632674963
2018,26083,Keweenaw County,Michigan,11,4.0816326531
2018,26143,Roscommon County,Michigan,11,61.88801178
2018,27167,Wilkin County,Minnesota,11,45.98540146
2018,28005,Amite County,Mississippi,11,24.049958114
2018,29021,Buchanan County,Missouri,11,70.610194953
2018,29221,Washington County,Missouri,11,54.256796984
2018,29227,Worth County,Missouri,11,2.1188392446
2018,35011,De Baca County,New Mexico,11,83.432245302
2018,36009,Cattaraugus County,New York,11,50.15501077
2018,37051,Cumberland County,North Carolina,11,70.686627159
2018,37077,Granville County,North Carolina,11,38.320315108
2018,39173,Wood County,Ohio,11,61.216211909
2018,40019,Carter County,Oklahoma,11,43.139811174
2018,42001,Adams County,Pennsylvania,11,44.27209167
2018,47139,Polk County,Tennessee,11,69.878157504
2018,47145,Roane County,Tennessee,11,48.662815378
2018,48383,Reagan County,Texas,11,92.782892783
